sample_index,timestamp,time_s,source_file,activity_hint,L1_g,L2_g,L3_g,L4_g,L5_g,L6_g,L7_g,L8_g,L9_g,L10_g,L11_g,L12_g,L13_g,L14_g,L15_g,L16_g,L17_g,L18_g,total_g,p_fore_g,p_arch_g,p_heel_g,p_medial_g,p_lateral_g,cop_x_mm,cop_y_mm,cop_ap_norm,cop_ml_norm,cop_ap_dot_norm_s,cop_ml_dot_norm_s,gait_state,stance_phase,tau_proxy_pf_nm,tau_proxy_pf_nm_clipped,activity_pred,quality_flags
2222,2026-05-14 23:02:11,111.100000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,54.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,54.000000,54.000000,0.000000,0.000000,54.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid|low_pressure
2223,2026-05-14 23:02:11,111.150000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,183.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,183.000000,183.000000,0.000000,0.000000,183.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid|low_pressure
2224,2026-05-14 23:02:12,111.200000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,428.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,545.000000,428.000000,117.000000,0.000000,545.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
2225,2026-05-14 23:02:12,111.250000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,428.000000,0.000000,0.000000,0.000000,0.000000,0.000000,117.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,545.000000,428.000000,117.000000,0.000000,545.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
2226,2026-05-14 23:02:12,111.300000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,2789.000000,303.000000,0.000000,0.000000,0.000000,0.000000,2470.000000,693.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6255.000000,3092.000000,3163.000000,0.000000,6255.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
2227,2026-05-14 23:02:12,111.350000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,4665.000000,1672.000000,0.000000,0.000000,0.000000,0.000000,3913.000000,1750.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12000.000000,6337.000000,5663.000000,0.000000,12000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Swing,0.000000,0.000000,0.000000,sittostand,cop_invalid
2228,2026-05-14 23:02:12,111.400000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,5900.000000,2598.000000,0.000000,0.000000,0.000000,0.000000,4597.000000,2236.000000,0.000000,0.000000,0.000000,0.000000,42.000000,0.000000,0.000000,0.000000,15373.000000,8498.000000,6833.000000,42.000000,15373.000000,0.000000,51.239937,60.977312,0.112738,-0.287274,0.000000,0.000000,InitialContact,0.000000,0.000000,0.000000,sittostand,
2229,2026-05-14 23:02:12,111.450000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6370.000000,2909.000000,0.000000,0.000000,0.000000,0.000000,4778.000000,2340.000000,0.000000,0.000000,0.000000,0.000000,15.000000,0.000000,0.000000,0.000000,16412.000000,9279.000000,7118.000000,15.000000,16412.000000,0.000000,50.936119,61.038920,0.113024,-0.279641,0.005717,0.152653,InitialContact,0.058952,0.000000,0.000000,sittostand,
2230,2026-05-14 23:02:12,111.500000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6370.000000,2909.000000,0.000000,0.000000,0.000000,0.000000,4778.000000,2340.000000,0.000000,0.000000,0.000000,0.000000,15.000000,0.000000,0.000000,0.000000,16412.000000,9279.000000,7118.000000,15.000000,16412.000000,0.000000,50.936119,61.038920,0.113024,-0.279641,0.000000,0.000000,InitialContact,0.117904,0.000000,0.000000,sittostand,
2231,2026-05-14 23:02:12,111.550000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6358.000000,2834.000000,0.000000,0.000000,0.000000,0.000000,4473.000000,2149.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15814.000000,9192.000000,6622.000000,0.000000,15814.000000,0.000000,50.558145,60.810707,0.111965,-0.270146,-0.021178,0.189913,LoadingResponse,0.176856,0.000000,0.000000,sittostand,
2232,2026-05-14 23:02:12,111.600000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6246.000000,2612.000000,0.000000,0.000000,0.000000,0.000000,4421.000000,2055.000000,0.000000,0.000000,0.000000,0.000000,16.000000,0.000000,0.000000,0.000000,15350.000000,8858.000000,6476.000000,16.000000,15350.000000,0.000000,50.660844,60.497139,0.110510,-0.272726,-0.029099,-0.051601,LoadingResponse,0.235808,0.000000,0.000000,sittostand,
2233,2026-05-14 23:02:12,111.650000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,5991.000000,2473.000000,0.000000,0.000000,0.000000,0.000000,4555.000000,2119.000000,0.000000,0.000000,0.000000,0.000000,202.000000,0.000000,0.000000,0.000000,15340.000000,8464.000000,6674.000000,202.000000,15340.000000,0.000000,51.303096,61.174081,0.113651,-0.288861,0.062819,-0.322699,LoadingResponse,0.294759,0.000000,0.000000,sittostand,
2234,2026-05-14 23:02:12,111.700000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,5991.000000,2473.000000,0.000000,0.000000,0.000000,0.000000,4555.000000,2119.000000,0.000000,0.000000,0.000000,0.000000,202.000000,0.000000,0.000000,0.000000,15340.000000,8464.000000,6674.000000,202.000000,15340.000000,0.000000,51.303096,61.174081,0.113651,-0.288861,0.000000,0.000000,LoadingResponse,0.353711,0.000000,0.000000,sittostand,
2235,2026-05-14 23:02:12,111.750000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6088.000000,2579.000000,0.000000,0.000000,0.000000,0.000000,4675.000000,2356.000000,0.000000,0.000000,0.000000,0.000000,334.000000,0.000000,0.000000,0.000000,16032.000000,8667.000000,7031.000000,334.000000,16032.000000,0.000000,51.594806,62.000993,0.117488,-0.296189,0.076736,-0.146569,LoadingResponse,0.412663,0.000000,0.000000,sittostand,
2236,2026-05-14 23:02:12,111.800000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,5967.000000,2466.000000,0.000000,0.000000,0.000000,0.000000,4510.000000,2308.000000,0.000000,0.000000,0.000000,0.000000,304.000000,0.000000,0.000000,0.000000,15555.000000,8433.000000,6818.000000,304.000000,15555.000000,0.000000,51.553796,61.879814,0.116926,-0.295159,-0.011245,0.020605,LoadingResponse,0.471615,0.000000,0.000000,sittostand,
2237,2026-05-14 23:02:12,111.850000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,5840.000000,2403.000000,0.000000,0.000000,0.000000,0.000000,4573.000000,2272.000000,0.000000,0.000000,0.000000,0.000000,268.000000,0.000000,0.000000,0.000000,15356.000000,8243.000000,6845.000000,268.000000,15356.000000,0.000000,51.672141,61.648716,0.115853,-0.298132,-0.021446,-0.059462,LoadingResponse,0.530567,0.000000,0.000000,sittostand,
2238,2026-05-14 23:02:12,111.900000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,5691.000000,2226.000000,0.000000,0.000000,0.000000,0.000000,4623.000000,2354.000000,0.000000,0.000000,0.000000,0.000000,348.000000,75.000000,0.000000,0.000000,15317.000000,7917.000000,6977.000000,423.000000,15317.000000,0.000000,52.196243,62.332519,0.119026,-0.311299,0.063456,-0.263335,LoadingResponse,0.589519,0.000000,0.000000,sittostand,
2239,2026-05-14 23:02:12,111.950000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,5691.000000,2226.000000,0.000000,0.000000,0.000000,0.000000,4623.000000,2354.000000,0.000000,0.000000,0.000000,0.000000,348.000000,75.000000,0.000000,0.000000,15317.000000,7917.000000,6977.000000,423.000000,15317.000000,0.000000,52.196243,62.332519,0.119026,-0.311299,0.000000,0.000000,LoadingResponse,0.648471,0.000000,0.000000,sittostand,
2240,2026-05-14 23:02:12,112.000000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,5622.000000,2235.000000,0.000000,0.000000,0.000000,0.000000,4706.000000,2409.000000,0.000000,0.000000,0.000000,0.000000,396.000000,134.000000,0.000000,0.000000,15502.000000,7857.000000,7115.000000,530.000000,15502.000000,0.000000,52.470092,62.936669,0.121829,-0.318178,0.056064,-0.137596,LoadingResponse,0.707423,0.000000,0.000000,sittostand,
2241,2026-05-14 23:02:12,112.050000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,5905.000000,2449.000000,0.000000,0.000000,0.000000,0.000000,4929.000000,2611.000000,0.000000,0.000000,0.000000,0.000000,410.000000,147.000000,0.000000,0.000000,16451.000000,8354.000000,7540.000000,557.000000,16451.000000,0.000000,52.446873,63.203003,0.123065,-0.317595,0.024715,0.011667,LoadingResponse,0.766375,0.000000,0.000000,sittostand,
2242,2026-05-14 23:02:12,112.100000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6267.000000,2724.000000,0.000000,0.000000,0.000000,0.000000,5347.000000,2887.000000,0.000000,0.000000,0.000000,0.000000,460.000000,208.000000,0.000000,0.000000,17893.000000,8991.000000,8234.000000,668.000000,17893.000000,0.000000,52.594410,63.745938,0.125584,-0.321302,0.050384,-0.074130,LoadingResponse,0.825327,0.000000,0.000000,sittostand,
2243,2026-05-14 23:02:12,112.150000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6267.000000,2724.000000,0.000000,0.000000,0.000000,0.000000,5347.000000,2887.000000,0.000000,0.000000,0.000000,0.000000,460.000000,208.000000,0.000000,0.000000,17893.000000,8991.000000,8234.000000,668.000000,17893.000000,0.000000,52.594410,63.745938,0.125584,-0.321302,0.000000,0.000000,LoadingResponse,0.884278,0.000000,0.000000,sittostand,
2244,2026-05-14 23:02:13,112.200000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6559.000000,2953.000000,0.000000,0.000000,0.000000,0.000000,5499.000000,3046.000000,0.000000,0.000000,0.000000,0.000000,469.000000,141.000000,0.000000,0.000000,18667.000000,9512.000000,8545.000000,610.000000,18667.000000,0.000000,52.396542,63.554587,0.124696,-0.316331,-0.017757,0.099419,LoadingResponse,0.943230,0.000000,0.000000,sittostand,
2245,2026-05-14 23:02:13,112.250000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6631.000000,3016.000000,0.000000,0.000000,0.000000,0.000000,5621.000000,3100.000000,0.000000,0.000000,0.000000,0.000000,456.000000,138.000000,0.000000,0.000000,18962.000000,9647.000000,8721.000000,594.000000,18962.000000,0.000000,52.409638,63.492193,0.124407,-0.316660,-0.005790,-0.006580,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2246,2026-05-14 23:02:13,112.300000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6801.000000,3228.000000,0.000000,0.000000,0.000000,0.000000,5829.000000,3277.000000,0.000000,0.000000,0.000000,0.000000,507.000000,189.000000,0.000000,0.000000,19831.000000,10029.000000,9106.000000,696.000000,19831.000000,0.000000,52.502728,64.022335,0.126867,-0.318998,0.049197,-0.046773,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2247,2026-05-14 23:02:13,112.350000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6801.000000,3228.000000,0.000000,0.000000,0.000000,0.000000,5829.000000,3277.000000,0.000000,0.000000,0.000000,0.000000,507.000000,189.000000,0.000000,0.000000,19831.000000,10029.000000,9106.000000,696.000000,19831.000000,0.000000,52.502728,64.022335,0.126867,-0.318998,0.000000,0.000000,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2248,2026-05-14 23:02:13,112.400000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6936.000000,3403.000000,0.000000,0.000000,0.000000,0.000000,5987.000000,3533.000000,0.000000,0.000000,0.000000,0.000000,642.000000,332.000000,0.000000,0.000000,20833.000000,10339.000000,9520.000000,974.000000,20833.000000,0.000000,52.790371,65.222141,0.132434,-0.326225,0.111341,-0.144526,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2249,2026-05-14 23:02:13,112.450000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6584.000000,3393.000000,0.000000,0.000000,0.000000,0.000000,5972.000000,3673.000000,0.000000,0.000000,0.000000,0.000000,1008.000000,781.000000,0.000000,0.000000,21411.000000,9977.000000,9645.000000,1789.000000,21411.000000,0.000000,53.711132,68.378572,0.147079,-0.349356,0.292913,-0.462636,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2250,2026-05-14 23:02:13,112.500000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6523.000000,3420.000000,0.000000,0.000000,0.000000,0.000000,6043.000000,3869.000000,0.000000,0.000000,0.000000,0.000000,1217.000000,885.000000,61.000000,0.000000,22018.000000,9943.000000,9912.000000,2163.000000,22018.000000,0.000000,54.119724,69.751428,0.153449,-0.359621,0.127399,-0.205297,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2251,2026-05-14 23:02:13,112.550000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6523.000000,3420.000000,0.000000,0.000000,0.000000,0.000000,6043.000000,3869.000000,0.000000,0.000000,0.000000,0.000000,1217.000000,885.000000,61.000000,0.000000,22018.000000,9943.000000,9912.000000,2163.000000,22018.000000,0.000000,54.119724,69.751428,0.153449,-0.359621,0.000000,0.000000,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2252,2026-05-14 23:02:13,112.600000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6610.000000,3520.000000,0.000000,0.000000,0.000000,0.000000,6135.000000,3921.000000,0.000000,0.000000,0.000000,0.000000,1355.000000,928.000000,156.000000,0.000000,22625.000000,10130.000000,10056.000000,2439.000000,22625.000000,0.000000,54.251856,70.651793,0.157627,-0.362941,0.083553,-0.066390,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2253,2026-05-14 23:02:13,112.650000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6502.000000,3452.000000,0.000000,0.000000,0.000000,0.000000,5967.000000,3969.000000,0.000000,0.000000,0.000000,0.000000,1485.000000,1159.000000,414.000000,0.000000,22948.000000,9954.000000,9936.000000,3058.000000,22948.000000,0.000000,54.715892,73.320254,0.170009,-0.374598,0.247630,-0.233155,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2254,2026-05-14 23:02:13,112.700000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6385.000000,3418.000000,0.000000,0.000000,0.000000,0.000000,5938.000000,3954.000000,0.000000,0.000000,0.000000,0.000000,1549.000000,1267.000000,460.000000,0.000000,22971.000000,9803.000000,9892.000000,3276.000000,22971.000000,0.000000,54.933031,74.180185,0.173999,-0.380054,0.079801,-0.109101,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2255,2026-05-14 23:02:13,112.750000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6385.000000,3418.000000,0.000000,0.000000,0.000000,0.000000,5938.000000,3954.000000,0.000000,0.000000,0.000000,0.000000,1549.000000,1267.000000,460.000000,0.000000,22971.000000,9803.000000,9892.000000,3276.000000,22971.000000,0.000000,54.933031,74.180185,0.173999,-0.380054,0.000000,0.000000,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2256,2026-05-14 23:02:13,112.800000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6364.000000,3425.000000,0.000000,0.000000,0.000000,0.000000,5970.000000,3971.000000,0.000000,0.000000,0.000000,0.000000,1584.000000,1267.000000,413.000000,0.000000,22994.000000,9789.000000,9941.000000,3264.000000,22994.000000,0.000000,54.953356,74.015012,0.173232,-0.380564,-0.015328,-0.010212,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2257,2026-05-14 23:02:13,112.850000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6453.000000,3458.000000,0.000000,0.000000,0.000000,0.000000,5994.000000,4012.000000,0.000000,0.000000,0.000000,0.000000,1597.000000,1212.000000,314.000000,0.000000,23040.000000,9911.000000,10006.000000,3123.000000,23040.000000,0.000000,54.813237,73.275859,0.169803,-0.377044,-0.068592,0.070403,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2258,2026-05-14 23:02:13,112.900000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6475.000000,3384.000000,0.000000,0.000000,0.000000,0.000000,5962.000000,3935.000000,0.000000,0.000000,0.000000,0.000000,1502.000000,1120.000000,169.000000,0.000000,22547.000000,9859.000000,9897.000000,2791.000000,22547.000000,0.000000,54.587813,71.950228,0.163652,-0.371381,-0.123017,0.113264,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2259,2026-05-14 23:02:13,112.950000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6420.000000,3335.000000,0.000000,0.000000,0.000000,0.000000,5864.000000,3832.000000,0.000000,0.000000,0.000000,0.000000,1442.000000,1014.000000,79.000000,0.000000,21986.000000,9755.000000,9696.000000,2535.000000,21986.000000,0.000000,54.389947,71.018219,0.159327,-0.366410,-0.086489,0.099417,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2260,2026-05-14 23:02:13,113.000000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6420.000000,3335.000000,0.000000,0.000000,0.000000,0.000000,5864.000000,3832.000000,0.000000,0.000000,0.000000,0.000000,1442.000000,1014.000000,79.000000,0.000000,21986.000000,9755.000000,9696.000000,2535.000000,21986.000000,0.000000,54.389947,71.018219,0.159327,-0.366410,0.000000,0.000000,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2261,2026-05-14 23:02:13,113.050000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6420.000000,3308.000000,0.000000,0.000000,0.000000,0.000000,5810.000000,3746.000000,0.000000,0.000000,0.000000,0.000000,1251.000000,874.000000,0.000000,0.000000,21409.000000,9728.000000,9556.000000,2125.000000,21409.000000,0.000000,54.057561,69.598205,0.152739,-0.358060,-0.131776,0.167007,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2262,2026-05-14 23:02:13,113.100000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6689.000000,3338.000000,0.000000,0.000000,0.000000,0.000000,5944.000000,3685.000000,0.000000,0.000000,0.000000,0.000000,1061.000000,643.000000,0.000000,0.000000,21360.000000,10027.000000,9629.000000,1704.000000,21360.000000,0.000000,53.594279,67.854437,0.144648,-0.346421,-0.161820,0.232775,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2263,2026-05-14 23:02:13,113.150000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6726.000000,3160.000000,0.000000,0.000000,0.000000,0.000000,5747.000000,3256.000000,0.000000,0.000000,0.000000,0.000000,685.000000,331.000000,0.000000,0.000000,19905.000000,9886.000000,9003.000000,1016.000000,19905.000000,0.000000,52.799740,65.173540,0.132208,-0.326460,-0.248784,0.399216,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2264,2026-05-14 23:02:14,113.200000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6726.000000,3160.000000,0.000000,0.000000,0.000000,0.000000,5747.000000,3256.000000,0.000000,0.000000,0.000000,0.000000,685.000000,331.000000,0.000000,0.000000,19905.000000,9886.000000,9003.000000,1016.000000,19905.000000,0.000000,52.799740,65.173540,0.132208,-0.326460,0.000000,0.000000,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2265,2026-05-14 23:02:14,113.250000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6726.000000,3160.000000,0.000000,0.000000,0.000000,0.000000,5747.000000,3256.000000,0.000000,0.000000,0.000000,0.000000,685.000000,331.000000,0.000000,0.000000,19905.000000,9886.000000,9003.000000,1016.000000,19905.000000,0.000000,52.799740,65.173540,0.132208,-0.326460,0.000000,0.000000,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2266,2026-05-14 23:02:14,113.300000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6285.000000,2401.000000,0.000000,0.000000,0.000000,0.000000,4814.000000,2191.000000,0.000000,0.000000,0.000000,0.000000,286.000000,68.000000,0.000000,0.000000,16045.000000,8686.000000,7005.000000,354.000000,16045.000000,0.000000,51.595946,61.477763,0.115060,-0.296218,-0.342964,0.604846,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2267,2026-05-14 23:02:14,113.350000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6261.000000,2339.000000,0.000000,0.000000,0.000000,0.000000,4896.000000,2306.000000,0.000000,0.000000,0.000000,0.000000,477.000000,193.000000,0.000000,0.000000,16472.000000,8600.000000,7202.000000,670.000000,16472.000000,0.000000,52.144558,62.878831,0.121561,-0.310000,0.130017,-0.275650,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2268,2026-05-14 23:02:14,113.400000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6579.000000,2557.000000,0.000000,0.000000,0.000000,0.000000,5183.000000,2561.000000,0.000000,0.000000,0.000000,0.000000,595.000000,309.000000,0.000000,0.000000,17784.000000,9136.000000,7744.000000,904.000000,17784.000000,0.000000,52.398978,63.979745,0.126669,-0.316392,0.102164,-0.127833,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2269,2026-05-14 23:02:14,113.450000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6579.000000,2557.000000,0.000000,0.000000,0.000000,0.000000,5183.000000,2561.000000,0.000000,0.000000,0.000000,0.000000,595.000000,309.000000,0.000000,0.000000,17784.000000,9136.000000,7744.000000,904.000000,17784.000000,0.000000,52.398978,63.979745,0.126669,-0.316392,0.000000,0.000000,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2270,2026-05-14 23:02:14,113.500000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6538.000000,2422.000000,0.000000,0.000000,0.000000,0.000000,5170.000000,2618.000000,0.000000,0.000000,0.000000,0.000000,836.000000,678.000000,0.000000,0.000000,18262.000000,8960.000000,7788.000000,1514.000000,18262.000000,0.000000,53.129125,66.471103,0.138229,-0.334735,0.231195,-0.366862,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2271,2026-05-14 23:02:14,113.550000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6541.000000,2374.000000,0.000000,0.000000,0.000000,0.000000,5170.000000,2634.000000,0.000000,0.000000,0.000000,0.000000,1002.000000,822.000000,0.000000,0.000000,18543.000000,8915.000000,7804.000000,1824.000000,18543.000000,0.000000,53.443497,67.584761,0.143396,-0.342633,0.103346,-0.157956,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2272,2026-05-14 23:02:14,113.600000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6182.000000,2086.000000,0.000000,0.000000,0.000000,0.000000,4872.000000,2411.000000,0.000000,0.000000,0.000000,0.000000,1019.000000,996.000000,13.000000,0.000000,17579.000000,8268.000000,7283.000000,2028.000000,17579.000000,0.000000,53.794891,68.741192,0.148762,-0.351461,0.107315,-0.176558,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2273,2026-05-14 23:02:14,113.650000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6182.000000,2086.000000,0.000000,0.000000,0.000000,0.000000,4872.000000,2411.000000,0.000000,0.000000,0.000000,0.000000,1019.000000,996.000000,13.000000,0.000000,17579.000000,8268.000000,7283.000000,2028.000000,17579.000000,0.000000,53.794891,68.741192,0.148762,-0.351461,0.000000,0.000000,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2274,2026-05-14 23:02:14,113.700000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6056.000000,2017.000000,0.000000,0.000000,0.000000,0.000000,4527.000000,2136.000000,0.000000,0.000000,0.000000,0.000000,1143.000000,1051.000000,141.000000,0.000000,17071.000000,8073.000000,6663.000000,2335.000000,17071.000000,0.000000,53.835727,70.476274,0.156813,-0.352487,0.161014,-0.020518,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2275,2026-05-14 23:02:14,113.750000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,6056.000000,1999.000000,0.000000,0.000000,0.000000,0.000000,4568.000000,2225.000000,0.000000,0.000000,0.000000,0.000000,1200.000000,1188.000000,297.000000,0.000000,17533.000000,8055.000000,6793.000000,2685.000000,17533.000000,0.000000,54.241677,72.339893,0.165460,-0.362685,0.172942,-0.203970,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2276,2026-05-14 23:02:14,113.800000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,5934.000000,1888.000000,0.000000,0.000000,0.000000,0.000000,4408.000000,2173.000000,0.000000,0.000000,0.000000,0.000000,1211.000000,1187.000000,249.000000,0.000000,17050.000000,7822.000000,6581.000000,2647.000000,17050.000000,0.000000,54.269484,72.293622,0.165245,-0.363384,-0.004294,-0.013972,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2277,2026-05-14 23:02:14,113.850000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,5934.000000,1888.000000,0.000000,0.000000,0.000000,0.000000,4408.000000,2173.000000,0.000000,0.000000,0.000000,0.000000,1211.000000,1187.000000,249.000000,0.000000,17050.000000,7822.000000,6581.000000,2647.000000,17050.000000,0.000000,54.269484,72.293622,0.165245,-0.363384,0.000000,0.000000,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2278,2026-05-14 23:02:14,113.900000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,5155.000000,1303.000000,0.000000,0.000000,0.000000,0.000000,3772.000000,1571.000000,0.000000,0.000000,0.000000,0.000000,1015.000000,1142.000000,83.000000,0.000000,14041.000000,6458.000000,5343.000000,2240.000000,14041.000000,0.000000,54.290893,71.225638,0.160290,-0.363921,-0.099108,-0.010757,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
2279,2026-05-14 23:02:14,113.950000,2026-5-14_sit to stand_left.csv,sittostand,0.000000,0.000000,2662.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2295.000000,198.000000,0.000000,0.000000,0.000000,0.000000,495.000000,777.000000,0.000000,0.000000,6427.000000,2662.000000,2493.000000,1272.000000,6427.000000,0.000000,55.641271,68.775286,0.148920,-0.397846,-0.227390,-0.678497,LoadingResponse,1.000000,0.000000,0.000000,sittostand,
